thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
354837,354837:38,"""Early versions of Java did not have a built-in logging framework leading to this scenario.""",n,"[""'Compatibility'""]",,,,
354837,354837:39,"""Is this an answer?""",n,"[""'OnlySentiment'""]",,,,
354837,354837:40,"""It looks more like a rant.""",n,"[""'OnlySentiment'""]",,,,
354837,354837:41,"""I am sorry.""",n,"[""'OnlySentiment'""]",,,,
354837,354837:42,"""It a little bit of a rant.""",n,"[""'OnlySentiment'""]",,,,
354837,354837:43,"""But it is also a cogent response to ""Whats Up with Logging in Java?"".""",o,"[""'Others'""]",,,,
354837,354837:44,"""The answer, in short, is it is deeply broken.""",n,"[""'Usability'""]",,,,
354837,354837:45,"""well it's not worth a -1 vote ;P But something to ponder about.""",n,"[""'Others'""]",,,,
354837,354837:46,"""The problems started when Sun actually added java.util.logging to Java 1.4.""",n,"[""'Usability'""]",,,,
354837,354837:47,"""Before that LOG4J was well established and in wide use.""",p,"[""'Usability'""]",,,,
354837,354837:48,"""After that there was the necessity of wrappers to support both LOG4J and java.util.logging.""",o,"[""'Usability'""]",,,,
354837,354837:49,"""Also, since jul is contained in the java.""",o,"[""'Others'""]",,,,
354837,354837:50,""" package, it can't be replaced by swapping a JAR - which is the way SLF4J bridges the other frameworks.""",o,"[""'Usability'""]",,,,
354837,354837:51,"""This was probably the worst Sun idea ever... and it ultimately led to the wrong assumption that a ""good Java citizen"" should use jul.""",o,"[""'Usability'""]",,,,
354837,354837:52,"""@Huxi, I maintain that the Calendar API was worse.""",o,"[""'OnlySentiment'""]",,,,
354837,354837:53,"""In defense of Sun it wasn't their code, but came from Taglient.""",o,"[""'Others'""]",,,,
354837,354837:54,"""There's one important point that wasn't mentioned before: SLF4J (and both Logback and LOG4J as the logging backend) have support for a so called Mapped Diagnostic Context (MDC, see URL_http://slf4j.org/apidocs/org/slf4j/MDC.html [javadoc] and URL_http://logback.qos.ch/manual/mdc.html [documentation] ).""",o,"[""'Usability'""]",,,,
354837,354837:55,"""This is essentially a thread-local Map<String,Object> which you can use to add additional context information to your logging event.""",o,"[""'Usability'""]",,,,
354837,354837:56,"""The current state of the MDC is attached to every event.""",o,"[""'Others'""]",,,,
354837,354837:57,"""This can be incredibly useful if you put stuff like the username and the URL of the request (in case of a webapp) into it.""",p,"[""'Usability'""]",,,,
354837,354837:58,"""This can be done automatically using a filter, for example.""",o,"[""'Others'""]",,,,
354837,354837:59,"""Technically, it's a thread-local Map<string,string>.""",o,"[""'Others'""]",,,,
354837,354837:60,"""See also answers to the question URL_http://stackoverflow.com/questions/296150 /what-are-the-best-practices-to-log-an-error [What-are-the-best-practices-to- log-an-error?""",o,"[""'Documentation'""]",,,,
354837,354837:61,"""] , especially: There are some potentialclassloading issues with CommonsLogging.""",o,"[""'Others'""]",,,,
354837,354837:62,""" Log4J and SLF4J were developed by the same person, learning from issues found in practice with Log4J.""",o,"[""'Others'""]",,,,
354837,354837:63,"""The URL_http://commons.apache.org/logging/ [Commons-Logging-overview] gives the reason for its existence: logging from library code, when you have no control over the underlying logging framework.""",o,"[""'Usability'""]",,,,
354837,354837:64,"""Very important for the various Apache projects, which will be linked into outside applications.""",p,"[""'Usability'""]",,,,
354837,354837:65,"""Perhaps not so important for internal IT projects, where you have complete control.""",n,"[""'Usability'""]",,,,
354837,354837:66,"""That said, I write to Commons Logging, as do many of the other developers I know.""",o,"[""'Others'""]",,,,
354837,354837:67,"""The reason is to minimize mental baggage: you can change projects or jobs, and not have to learn a new framework (provided the new job/project also uses CL, and/or you can convince them to move to it).""",p,"[""'Usability'""]",,,,
354837,354837:68,"""Also, there is some value to creating your own wrappers around whatever framework you use.""",p,"[""'Usability'""]",,,,
354837,354837:69,"""As described URL_http://www.kdgregory.com/index.php?page=java.logging [here] , I like to use a LogWrapper object to provide custom stringification (important), and minimize the visual clutter of logging statements (less important).""",o,"[""'Usability'""]",,,,
354837,354837:70,"""There's also a commons.logging=>SLF4J bridge which can be used to route all CL logging over SLF4J.""",o,"[""'Usability'""]",,,,
354837,354837:71,"""SLF4J supports bridging of commons.logging, LOG4J and (a bit cumbersome, but as good as possible) java.util.logging so all logs will end up in whatever SLF4J backend you'll use.""",p,"[""'Usability'""]",,,,
354837,354837:72,"""See URL_http://slf4j.org/legacy.html I'd use Logback, btw, but you could argue that I'm biased.""",o,"[""'OnlySentiment'""]",,,,
354837,354837:73,"""In our company project we use LOG4j and it is very easy to use like Stephen showed in his example.We also have written our own pattern classes for LOG4j so you can create your own output file schemas.""",o,"[""'Usability'""]",,,,
354837,354837:74,"""You can describe how your log file should look like.""",o,"[""'Others'""]",,,,
354837,354837:75,"""It is possible to enhance the original log4j classes.""",o,"[""'Others'""]",,,,
354837,354837:76,"""All LOG4j properties you can change in a log4j.properties file, so you can use different files for different projects.""",o,"[""'Usability'""]",,,,
354837,354837:77,"""Java logging is not my favorit, but this could be because i use log4j from the beginning.""",o,"[""'Usability'""]",,,,
354837,354837:78,"""Generally I would default to using Log4J.""",o,"[""'Usability'""]",,,,
354837,354837:79,"""I would use Java Logging if I didn't mind a dependency on Java 1.4 but I would still use Log4J in preference.""",o,"[""'Usability'""]",,,,
354837,354837:80,"""I would use Commons Logging if I was enhancing something that already used it.""",o,"[""'Usability'""]",,,,
354837,354837:81,"""Didn't mind a dependency on 1.4??""",o,"[""'Usability'""]",,,,
354837,354837:82,"""Even 1.4 has hit its end of service life.""",o,"[""'Others'""]",,,,
354837,354837:83,"""@TomHe means jdk1.4+ dont be silly.""",o,"[""'OnlySentiment'""]",,,,
354837,354837:84,"""Actually I've recently done some work in a system that was still running under jdk 1.3 :-(, and it was less than two years ago I was last maintaining a 1.2** system.""",o,"[""'Others'""]",,,,
354837,354837:85,"""Too many places don't upgrade unless they absolutely have to, they just refuse to install the upgrades.""",n,"[""'Others'""]",,,,
354837,354837:86,"""I would suggest creating a thin logging facade that can write to any of the logging frameworks, at which point the choice of backing engine become pretty much a moot point.""",o,"[""'Usability'""]",,,,
354837,354837:87,"""That is what commons logging does so why reinvent the wheel?""",o,"[""'Others'""]",,,,
354837,354837:88,"""Also there are some issues that your facade would have to handle that commons logging already does.""",o,"[""'Usability'""]",,,,
354837,354837:89,"""+1 To counter commons logging argument, Some enterprise apps use custom logger.""",o,"[""'Usability'""]",,,,
354837,354837:90,"""It always a good idea to hide underlying implementation.""",p,"[""'Others'""]",,,,
354837,354837:91,"""The 'thin' wrapper eliminates the need for another jar being packaged and is not as much as reinventing.""",o,"[""'Others'""]",,,,
354837,354837:92,"""This approach is valid in many cases, especially when your code must run on an arbitrary platform.""",p,"[""'Portability'""]",,,,
354837,354837:93,"""The underlying logging API tends to be different on application servers compared to Eclipse, for example.""",o,"[""'Others'""]",,,,
354837,354837:94,"""About hiding the underlying implementation: All the logging APIs mentioned can do just that: They are interfaces to pluggable implementations.""",o,"[""'Others'""]",,,,
354837,354837:95,"""This saved me recently when we ported our framework to the Compact Framework (in .Net).""",p,"[""'Portability'""]",,,,
354837,354837:96,"""If we had hardcoded dependencies on nLog, we would have been screwed.""",p,"[""'Usability'""]",,,,
354837,354837:97,"""Because we used this approach, we were able to drop in a null logger and be happy.Someone vote me back up to 0 Please :-).""",o,"[""'Usability'""]",,,,
354837,354837:98,"""One already exists - take a look at slf4j.""",o,"[""'Others'""]",,,,
354837,354837:99,"""It's an accepted thin wrapper that allows you to switch logging frameworks on application startup by switching jars on the runtime classpath.""",p,"[""'Usability'""]",,,,
354837,354837:100,"""clogging has its own way of discovering what framework it will use - its not nice and rather convuluted.""",p,"[""'Usability'""]",,,,
354837,354837:101,"""How many logging frameworks has Ceki created.""",o,"[""'Others'""]",,,,
354837,354837:102,"""One should always strive to slot a level of interdirection and hide an implementation even if it is clogging with your own logging.""",o,"[""'Others'""]",,,,
354837,354837:103,"""Behind the scenes you can then plugin whatever f/w you desire as mentioned by Travis.""",o,"[""'Others'""]",,,,
1802915,1802915:1,"""Java - Create a new String instance with specified length and filled with specific character.""",o,"[""'Others'""]",,,,
1802915,1802915:2,"""Best solution?""",p,"[""'Documentation'""]",,,,
1802915,1802915:3,"""I did check the other questions; this question has its focus on solving this particular question the most efficient way.""",p,"[""'Documentation'""]",,,,
1802915,1802915:4,"""Sometimes you want to create a new string with a specified length, and with a default character filling the entire string.""",o,"[""'Others'""]",,,,
1802915,1802915:5,"""ie, it would be cool if you could do CODETERM1 and create a new String from there, with a length of 10 characters all having a . """,o,"[""'Usability'""]",,,,
1802915,1802915:6,"""Because such a constructor does not exist, and you cannot extend from String, you have either to create a wrapper class or a method to do this for you.""",o,"[""'Others'""]",,,,
1802915,1802915:7,"""At this moment I am using this: CODESNIPPET_JAVA1 .""",p,"[""'Usability'""]",,,,
1802915,1802915:8,"""It still lacks any checking (ie, when length is 0 it will not work).""",n,"[""'Bug'""]",,,,
1802915,1802915:9,"""I am constructing the array first because I believe it is faster than using string concatination or using a StringBuffer to do so.""",p,"[""'Performance'""]",,,,
1802915,1802915:10,"""Anyone else has a better sollution?""",p,"[""'Usability'""]",,,,
1802915,1802915:11,"""Simply use the StringUtils class from URL_http://commons.apache.org/lang [apache-commons-lang] project.""",p,"[""'Usability'""]",,,,
1802915,1802915:12,"""You have a URL_http://commons.apache.org/lang// api-2.4/org/apache/commons/lang/StringUtils.html#leftPad%28java.lang.String,%2 0int,%20char%29 [leftPad] method: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
1802915,1802915:13,"""+1 - that's exactly what he was looking for (aka 'cool').""",o,"[""'Usability'""]",,,,
1802915,1802915:14,"""For the exact same behaviour, but that's obvious, do: StringUtils.leftPad("""", 10, '*');.""",o,"[""'Others'""]",,,,
1802915,1802915:15,"""+1 nice solution, though I wouldn't add a jar to my project just for that.""",p,"[""'Compatibility'"", ""'Usability'""]",,,,
1802915,1802915:16,"""Thanks.""",p,"[""'OnlySentiment'""]",,,,
1802915,1802915:17,"""Yes that looks like a more suitable way to use it.""",p,"[""'Usability'""]",,,,
1802915,1802915:18,"""Luckily I am already using this jar, so i could use this straight away.""",p,"[""'Compatibility'"", ""'Usability'""]",,,,
1802915,1802915:19,"""Or use repeat(), which doesn't require the empty string at the start and is arguably clearer in intent (see my answer).""",p,"[""'Usability'""]",,,,
1802915,1802915:20,"""@abyx> Yes, you will need to add a JAR, but commons lang offers so nice utils methods, so I don't think it is really a drawback!.""",p,"[""'Compatibility'""]",,,,
1802915,1802915:21,"""Over 300kb for this jar??""",n,"[""'Usability'""]",,,,
1802915,1802915:22,"""Yuck, no thanks.""",n,"[""'OnlySentiment'""]",,,,
1802915,1802915:23,"""Not for a mobile app.""",n,"[""'Usability'""]",,,,
1802915,1802915:24,"""No need for bloatware.""",n,"[""'Usability'""]",,,,
1802915,1802915:25,"""No need to do the loop, and using just standard Java library classes: CODESNIPPET_JAVA1 .""",o,"[""'Usability'""]",,,,
1802915,1802915:26,"""As you can see, I also added suitable code for the CODETERM1 case.""",o,"[""'Usability'"", ""'Others'""]",,,,
