sent,codes,test
""" How hard is to build this tool?""","[""'Others'""]",0.225501287
"""Isn't it required only for AES-192 or 256?""","[""'Others'""]",0.495377463
"""Alternatively, you could use CODETERM3 if you don't want to mix your Streams and Writers .""","[""'Usability'""]",0.282886739
"""This is very common in some scenarios (JPA/JDO objects being serialized to JSON...).""","[""'Others'""]",0.073466176
"""URL_http://mevivs.wordpress.com/2012/02/13/how-to-crud-and-jpa-association- handling-using-kundera/ [ URL_http://mevivs.wordpress.com/2012/02/13/how-to-crud - and-jpa-association-handling-using-kundera/] Use JPA over NoSql .""","[""'Documentation'""]",0.388169062
"""deleting folder from java.""","[""'Others'""]",0.962434076
"""""* I disagree.""","[""'OnlySentiment'""]",0.461566691
"""Sorry, after re-reading my comment, it comes off a little arrogant.""","[""'OnlySentiment'""]",0.749204939
"""If speed turns out to be a problem, you could have a look at the CODETERM4 packages - those are supposedly faster than CODETERM5 , .""","[""'Performance'""]",0.773840898
"""I am looking for lists of pros and cons between these two frameworks.""","[""'Others'""]",0.854631072
"""To Lucene I would add SOLR URL_http://wiki.apache.org/solr/AnalyzersTokenizersTokenFilters [ URL_http://wiki.apache.org/solr/AnalyzersTokenizersTokenFilters ] .""","[""'Others'""]",0.441161179
"""I could write a simple web service framework in a third of the time it takes me to understand the RESTlet architecture.""","[""'Documentation'"", ""'Usability'""]",0.844421532
"""These classes perform XML encoding which is at least very comparable to XML Serialization and in some circumstances might do the trick for you.""","[""'Others'""]",0.285257917
"""Thus Swing is 100% portable and is the same across platforms (although it is skinnable and has a ""pluggable look and feel"" that can make it look more or less like how the native windows and widgets would look).""","[""'Portability'""]",0.714732194
"""Changing a global variable, the state of an object or writing to a log is a side effect.""","[""'Usability'""]",0.501570844
"""@M-T-A: The stream closed, note the use of Closer in [CharSource]( URL_http://code.google.com/p/guava - libraries/source/browse/guava/src/com/google/common/io/CharSource.java).""","[""'Usability'""]",0.372822444
"""Stop the madness.""","[""'OnlySentiment'""]",0.386311592
"""Once you have done this, and using the sample code supplied with the Bountycastle package you should be able to encrypt your data.""","[""'Documentation'"", ""'Security'""]",0.179153586
"""""Gson fully populates all low level values by calling all set methods for all data found in the JSON.""""","[""'Others'""]",0.316702092
"""I wrote a blog post about URL_http://guidogarcia.net/blog/2012/03/02/how-to-develop-java- rest-client/ [how-to-develop-a-Java-REST-client] if you want a getting started guide.""","[""'Documentation'""]",0.428970283
"""There's a great link about sending a POST request URL_http://web.archive.org/w eb/20120101100355/ URL_http://www.exampledepot.com/egs/java.net/Post.html [here] by Example Depot:: CODESNIPPET_JAVA1 .""","[""'Documentation'""]",0.620086729
"""The Sax parser runs through the document and calls callback methods of the user.""","[""'Others'""]",0.368586865
"""EDIT: URL_http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.jdt.doc.""","[""'Others'""]",0.656593793
"""Please give a description on what you are trying to accomplish.""","[""'Others'""]",0.663362701
"""However, in August 2009, it was announced that the project would not be included due to an inability to reconcile design flaws and achieve consensus among the JSR 296 team before the milestone 5 deadline.""","[""'Usability'""]",0.085589269
"""For classes you define, you could write a CODETERM2 class with an overloaded method for each library class you want to have handled to your own tastes: CODESNIPPET_JAVA1 .""","[""'Others'""]",0.27828537
"""In this case, I was away from my utility code and couldn't remember exactly how to do it.""","[""'Usability'""]",0.177477708
"""Something else to consider is that if you want to use SSL, NIO makes it extremely painful.""","[""'Usability'""]",0.33183644
"""If you use any kind of special maps with keys or values also of special maps, you will find it's not contemplated by the implementation of google.""","[""'Others'""]",0.121090885
"""The strange thing is that some servers will reply you back with strange ?""","[""'Bug'""]",0.159672205
"""After reading the answers here and on some other places on the web, I got the impression that Shiro would be easier to understand and customize to my needs.""","[""'Usability'""]",0.480693023
"""Can anyone explain me in a very simple way what's with the NIO?""","[""'Usability'""]",0.491056122
"""Instead of using tools like NLTK or Lingpipe I want to build my own tool.""","[""'Usability'""]",0.359918754
"""you can concat all string in to one String.that is simple.....""","[""'Usability'""]",0.896388665
"""I will add one more tip for excelent JSON<->JAVA binding lib PoJSON, it is written specifically for the URL_http://netbeans.org [NetBeans-IDE] (by Petr Hrebejk) and thus it is used in production on large project.""","[""'Usability'""]",0.990979638
"""As an academic test, I decided to implement a basic, multi-threaded HTTP downloader.""","[""'Others'""]",0.630216112
"""I tend to use a set of helper classes that do it once for me, so I don't need keep referring to Google or even StackOverflow for the answer.""","[""'Usability'""]",0.64261479
"""It's fully written in Java and can be accessed via Java using URL_http://incubator.apache.org/thrift/ [Thrift] or URL_http://avro.apache.org/ [Avro] .""","[""'Usability'""]",0.660455229
"""If you want a DOM-like API - that is, one where the XML parser turns the document into a tree of Element and Attribute nodes - then there are at least four to choose from: DOM itself, JDOM, DOM4J, and XOM.""","[""'Usability'""]",0.652697788
"""Why?""","[""'Others'""]",0.160886793
"""Otherwise, it's been awesome.""","[""'OnlySentiment'""]",0.687171547
"""JavaFX isn't based on Swing either.""","[""'Others'""]",0.724616999
"""This can be incredibly useful if you put stuff like the username and the URL of the request (in case of a webapp) into it.""","[""'Usability'""]",0.752534517
"""Salts are not necessary for symmetric encryption.""","[""'Security'""]",0.920269722
""":).""","[""'Others'""]",0.602262224
"""Of alternatives I think only XStream+Jettison handles cyclic dependencies automatically, if enabled.""","[""'Usability'""]",0.297970321
"""It might therefore be more effective to use an external provider.""","[""'Usability'""]",0.627641956
"""I'm not able to explain why the hibernate-validator from CODETERM5 still gets picked.""","[""'Usability'""]",0.187517707
"""@Alan, good catch.""","[""'OnlySentiment'""]",0.83518244
"""Please tell me a real time situation to compare CODETERM1 , CODETERM2 , and CODETERM3 ?""","[""'Others'""]",0.594122261
"""Once again, these are my findings and your findings may not be exactly the same, but I wrote this to give some indication to others of the efficiency differences of these approaches.""","[""'Others'""]",0.079941601
"""Here's more-or-less sampath's answer, cleaned up a bit and represented as a function: CODESNIPPET_JAVA1 .""","[""'Usability'""]",0.124795784
"""should cause your code to delete the sub folders first.""","[""'Others'""]",0.379554152
"""With Jersey or any JAX-RS project you can use a CODETERM1 / CODETERM2 for complete control over your JSON binding.""","[""'Usability'""]",0.338339295
"""URL_https://www.eclipse.org/jetty/documentation/current/http-client.html .""","[""'Documentation'""]",0.036160105
"""Difference between Swing and AWTSeveral consequences result from this difference between AWT and Swing.""","[""'Others'""]",0.707633434
""") .""","[""'Others'""]",0.672041909
""") URL_http://en.wikipedia.org/wiki/SwingX [SwingX] Based on Swing and it's mission is to create rich components for swing.""","[""'Others'""]",0.444935582
"""That doesn't help if you want to monkey with request headers, something that's particularly useful when dealing with sites that will only respond a certain way to popular browsers.""","[""'Usability'""]",0.510569609
"""Unless you are looking to secure resources in the Java SE level (classes, System resources), I don't see any real use of JAAS other than the using the common class and interfaces.""","[""'Security'"", ""'Usability'""]",0.566331897
"""There may be a much better/easier solution, but I would do the following: 1.""","[""'Others'""]",0.002834788
"""As I mentioned in URL_http://stackoverflow.com/questions/165720/how-to-debug- restful-services#166269 [this-thread] I tend to use URL_http://jersey.java.net/ [Jersey] which implements JAX-RS and comes with a nice REST client.""","[""'Usability'""]",0.654243593
"""Easier?""","[""'OnlySentiment'""]",0.16568536
"""As a result there are implementors of not only LoginModules, but the entire authentication and authorization api, that creates abstraction layer above, like Authentication & Authorization managers.""","[""'Security'""]",0.414167827
"""@jmort253 If you would already use apache commons I would say, go for it.""","[""'Usability'""]",0.458628454
"""The nice thing is if you implement your RESTful resources using JAX-RS then the Jersey client can reuse the entity providers such as for JAXB/XML/JSON/Atom and so forth - so you can reuse the same objects on the server side as you use on the client side unit test.""","[""'Usability'""]",0.109659377
"""Or specialized clients for e.g.""","[""'Others'""]",0.946711288
"""Commons URL_http://commons.apache.org/proper/commons-io/apidocs/org/apache/com mons/io/FileUtils.html#readFileToString%28java.io.File%29 [CODETERM1] : CODESNIPPET_JAVA1 .""","[""'Others'""]",0.611165953
